Phase 2: ShieldingExactTwin — NaI(Tl) Photopeak Master Dataset
Total runs: 996  |  Histories/run: 10,000,000  |  Materials: 33
Peak integration: ±2.0σ  |  NaI resolution: FWHM = 2.06×√E_keV keV
RelErr = 1/√N (relative Poisson uncertainty)
============================================================================================================================================
Energy(keV)     | Material               | Thickness(mm)  | I0           | I            | I/I0          | RelErr(I0)     | RelErr(I)     
662             | G4_Pb                  | 6              | 5828808      | 2839099      | 0.487081      | 0.00041420     | 0.00059348    
662             | G4_Pb                  | 8              | 5828808      | 2234045      | 0.383276      | 0.00041420     | 0.00066904    
662             | G4_Pb                  | 10             | 5828808      | 1757817      | 0.301574      | 0.00041420     | 0.00075425    
662             | G4_W                   | 2              | 5828808      | 4054662      | 0.695625      | 0.00041420     | 0.00049662    
662             | G4_W                   | 4              | 5828808      | 2822534      | 0.484239      | 0.00041420     | 0.00059522    
662             | G4_W                   | 6              | 5828808      | 1963144      | 0.336800      | 0.00041420     | 0.00071371    
662             | G4_W                   | 8              | 5828808      | 1367171      | 0.234554      | 0.00041420     | 0.00085524    
662             | G4_W                   | 10             | 5828808      | 951088       | 0.163170      | 0.00041420     | 0.00102539    
662             | Ti3C2O2_5Wt            | 2              | 5828808      | 5700322      | 0.977957      | 0.00041420     | 0.00041884    
662             | Ti3C2O2_5Wt            | 4              | 5828808      | 5576275      | 0.956675      | 0.00041420     | 0.00042348    
662             | Ti3C2O2_5Wt            | 6              | 5828808      | 5454738      | 0.935824      | 0.00041420     | 0.00042817    
662             | Ti3C2O2_5Wt            | 8              | 5828808      | 5335922      | 0.915440      | 0.00041420     | 0.00043291    
662             | Ti3C2O2_5Wt            | 10             | 5828808      | 5219533      | 0.895472      | 0.00041420     | 0.00043771    
662             | Ti3C2O2_10Wt           | 2              | 5828808      | 5695801      | 0.977181      | 0.00041420     | 0.00041901    
662             | Ti3C2O2_10Wt           | 4              | 5828808      | 5567070      | 0.955096      | 0.00041420     | 0.00042383    
662             | Ti3C2O2_10Wt           | 6              | 5828808      | 5441615      | 0.933573      | 0.00041420     | 0.00042868    
662             | Ti3C2O2_10Wt           | 8              | 5828808      | 5319128      | 0.912558      | 0.00041420     | 0.00043359    
662             | Ti3C2O2_10Wt           | 10             | 5828808      | 5198723      | 0.891902      | 0.00041420     | 0.00043858    
662             | Ti3C2O2_15Wt           | 2              | 5828808      | 5690846      | 0.976331      | 0.00041420     | 0.00041919    
662             | Ti3C2O2_15Wt           | 4              | 5828808      | 5557518      | 0.953457      | 0.00041420     | 0.00042419    
662             | Ti3C2O2_15Wt           | 6              | 5828808      | 5427537      | 0.931157      | 0.00041420     | 0.00042924    
662             | Ti3C2O2_15Wt           | 8              | 5828808      | 5300767      | 0.909408      | 0.00041420     | 0.00043434    
662             | Ti3C2O2_15Wt           | 10             | 5828808      | 5176283      | 0.888052      | 0.00041420     | 0.00043953    
662             | Ti3C2O2_20Wt           | 2              | 5828808      | 5685457      | 0.975406      | 0.00041420     | 0.00041939    
662             | Ti3C2O2_20Wt           | 4              | 5828808      | 5547144      | 0.951677      | 0.00041420     | 0.00042459    
662             | Ti3C2O2_20Wt           | 6              | 5828808      | 5412071      | 0.928504      | 0.00041420     | 0.00042985    
662             | Ti3C2O2_20Wt           | 8              | 5828808      | 5280500      | 0.905931      | 0.00041420     | 0.00043517    
662             | Ti3C2O2_20Wt           | 10             | 5828808      | 5151583      | 0.883814      | 0.00041420     | 0.00044058    
662             | Ti3C2O2_25Wt           | 2              | 5828808      | 5679645      | 0.974409      | 0.00041420     | 0.00041960    
662             | Ti3C2O2_25Wt           | 4              | 5828808      | 5535787      | 0.949729      | 0.00041420     | 0.00042502    
662             | Ti3C2O2_25Wt           | 6              | 5828808      | 5395369      | 0.925638      | 0.00041420     | 0.00043052    
662             | Ti3C2O2_25Wt           | 8              | 5828808      | 5259124      | 0.902264      | 0.00041420     | 0.00043606    
662             | Ti3C2O2_25Wt           | 10             | 5828808      | 5124950      | 0.879245      | 0.00041420     | 0.00044173    
662             | Ti3C2O2_30Wt           | 2              | 5828808      | 5673306      | 0.973322      | 0.00041420     | 0.00041984    
662             | Ti3C2O2_30Wt           | 4              | 5828808      | 5523462      | 0.947614      | 0.00041420     | 0.00042549    
662             | Ti3C2O2_30Wt           | 6              | 5828808      | 5377472      | 0.922568      | 0.00041420     | 0.00043123    
662             | Ti3C2O2_30Wt           | 8              | 5828808      | 5235405      | 0.898195      | 0.00041420     | 0.00043704    
662             | Ti3C2O2_30Wt           | 10             | 5828808      | 5096174      | 0.874308      | 0.00041420     | 0.00044297    
662             | Pb_5Wt                 | 2              | 5828808      | 5698575      | 0.977657      | 0.00041420     | 0.00041891    
662             | Pb_5Wt                 | 4              | 5828808      | 5570723      | 0.955723      | 0.00041420     | 0.00042369    
662             | Pb_5Wt                 | 6              | 5828808      | 5446006      | 0.934326      | 0.00041420     | 0.00042851    
662             | Pb_5Wt                 | 8              | 5828808      | 5324287      | 0.913444      | 0.00041420     | 0.00043338    
662             | Pb_5Wt                 | 10             | 5828808      | 5205135      | 0.893002      | 0.00041420     | 0.00043831    
662             | Pb_10Wt                | 2              | 5828808      | 5690233      | 0.976226      | 0.00041420     | 0.00041921    
662             | Pb_10Wt                | 4              | 5828808      | 5554253      | 0.952897      | 0.00041420     | 0.00042431    
662             | Pb_10Wt                | 6              | 5828808      | 5421822      | 0.930177      | 0.00041420     | 0.00042946    
662             | Pb_10Wt                | 8              | 5828808      | 5292854      | 0.908051      | 0.00041420     | 0.00043467    
662             | Pb_10Wt                | 10             | 5828808      | 5166171      | 0.886317      | 0.00041420     | 0.00043996    
662             | Pb_15Wt                | 2              | 5828808      | 5680862      | 0.974618      | 0.00041420     | 0.00041956    
662             | Pb_15Wt                | 4              | 5828808      | 5536234      | 0.949806      | 0.00041420     | 0.00042500    
662             | Pb_15Wt                | 6              | 5828808      | 5395321      | 0.925630      | 0.00041420     | 0.00043052    
662             | Pb_15Wt                | 8              | 5828808      | 5257993      | 0.902070      | 0.00041420     | 0.00043610    
662             | Pb_15Wt                | 10             | 5828808      | 5123752      | 0.879039      | 0.00041420     | 0.00044178    
662             | Pb_20Wt                | 2              | 5828808      | 5670904      | 0.972910      | 0.00041420     | 0.00041993    
662             | Pb_20Wt                | 4              | 5828808      | 5515786      | 0.946297      | 0.00041420     | 0.00042579    
662             | Pb_20Wt                | 6              | 5828808      | 5365804      | 0.920566      | 0.00041420     | 0.00043170    
662             | Pb_20Wt                | 8              | 5828808      | 5219840      | 0.895524      | 0.00041420     | 0.00043769    
662             | Pb_20Wt                | 10             | 5828808      | 5077261      | 0.871063      | 0.00041420     | 0.00044380    
662             | Pb_25Wt                | 2              | 5828808      | 5659237      | 0.970908      | 0.00041420     | 0.00042036    
662             | Pb_25Wt                | 4              | 5828808      | 5493458      | 0.942467      | 0.00041420     | 0.00042666    
662             | Pb_25Wt                | 6              | 5828808      | 5332887      | 0.914919      | 0.00041420     | 0.00043303    
662             | Pb_25Wt                | 8              | 5828808      | 5177484      | 0.888258      | 0.00041420     | 0.00043948    
662             | Pb_25Wt                | 10             | 5828808      | 5025584      | 0.862198      | 0.00041420     | 0.00044607    
662             | Pb_30Wt                | 2              | 5828808      | 5646541      | 0.968730      | 0.00041420     | 0.00042083    
662             | Pb_30Wt                | 4              | 5828808      | 5468318      | 0.938154      | 0.00041420     | 0.00042763    
662             | Pb_30Wt                | 6              | 5828808      | 5296639      | 0.908700      | 0.00041420     | 0.00043451    
662             | Pb_30Wt                | 8              | 5828808      | 5130497      | 0.880197      | 0.00041420     | 0.00044149    
662             | Pb_30Wt                | 10             | 5828808      | 4969189      | 0.852522      | 0.00041420     | 0.00044860    
662             | W_5Wt                  | 2              | 5828808      | 5697585      | 0.977487      | 0.00041420     | 0.00041894    
662             | W_5Wt                  | 4              | 5828808      | 5570553      | 0.955693      | 0.00041420     | 0.00042369    
662             | W_5Wt                  | 6              | 5828808      | 5446309      | 0.934378      | 0.00041420     | 0.00042850    
662             | W_5Wt                  | 8              | 5828808      | 5325162      | 0.913594      | 0.00041420     | 0.00043334    
662             | W_5Wt                  | 10             | 5828808      | 5206292      | 0.893200      | 0.00041420     | 0.00043826    
662             | W_10Wt                 | 2              | 5828808      | 5689531      | 0.976105      | 0.00041420     | 0.00041924    
662             | W_10Wt                 | 4              | 5828808      | 5555052      | 0.953034      | 0.00041420     | 0.00042428    
662             | W_10Wt                 | 6              | 5828808      | 5423880      | 0.930530      | 0.00041420     | 0.00042938    
662             | W_10Wt                 | 8              | 5828808      | 5295968      | 0.908585      | 0.00041420     | 0.00043454    
662             | W_10Wt                 | 10             | 5828808      | 5170716      | 0.887097      | 0.00041420     | 0.00043977    
662             | W_15Wt                 | 2              | 5828808      | 5681069      | 0.974654      | 0.00041420     | 0.00041955    
662             | W_15Wt                 | 4              | 5828808      | 5538203      | 0.950143      | 0.00041420     | 0.00042493    
662             | W_15Wt                 | 6              | 5828808      | 5399270      | 0.926308      | 0.00041420     | 0.00043036    
662             | W_15Wt                 | 8              | 5828808      | 5263538      | 0.903021      | 0.00041420     | 0.00043587    
662             | W_15Wt                 | 10             | 5828808      | 5131033      | 0.880289      | 0.00041420     | 0.00044147    
662             | W_20Wt                 | 2              | 5828808      | 5671463      | 0.973006      | 0.00041420     | 0.00041991    
662             | W_20Wt                 | 4              | 5828808      | 5519876      | 0.946999      | 0.00041420     | 0.00042563    
662             | W_20Wt                 | 6              | 5828808      | 5371606      | 0.921562      | 0.00041420     | 0.00043147    
662             | W_20Wt                 | 8              | 5828808      | 5227716      | 0.896876      | 0.00041420     | 0.00043736    
662             | W_20Wt                 | 10             | 5828808      | 5086662      | 0.872676      | 0.00041420     | 0.00044339    
662             | W_25Wt                 | 2              | 5828808      | 5660336      | 0.971097      | 0.00041420     | 0.00042032    
662             | W_25Wt                 | 4              | 5828808      | 5498640      | 0.943356      | 0.00041420     | 0.00042645    
662             | W_25Wt                 | 6              | 5828808      | 5340496      | 0.916224      | 0.00041420     | 0.00043272    
662             | W_25Wt                 | 8              | 5828808      | 5187600      | 0.889993      | 0.00041420     | 0.00043905    
662             | W_25Wt                 | 10             | 5828808      | 5037964      | 0.864321      | 0.00041420     | 0.00044553    
662             | W_30Wt                 | 2              | 5828808      | 5648094      | 0.968996      | 0.00041420     | 0.00042077    
662             | W_30Wt                 | 4              | 5828808      | 5474825      | 0.939270      | 0.00041420     | 0.00042738    
662             | W_30Wt                 | 6              | 5828808      | 5306205      | 0.910341      | 0.00041420     | 0.00043412    
662             | W_30Wt                 | 8              | 5828808      | 5142785      | 0.882305      | 0.00041420     | 0.00044096    
662             | W_30Wt                 | 10             | 5828808      | 4983726      | 0.855016      | 0.00041420     | 0.00044794    
662             | BaSO4_5Wt              | 2              | 5828808      | 5700398      | 0.977970      | 0.00041420     | 0.00041884    
662             | BaSO4_5Wt              | 4              | 5828808      | 5576576      | 0.956727      | 0.00041420     | 0.00042346    
662             | BaSO4_5Wt              | 6              | 5828808      | 5455001      | 0.935869      | 0.00041420     | 0.00042816    
662             | BaSO4_5Wt              | 8              | 5828808      | 5336223      | 0.915491      | 0.00041420     | 0.00043290    
662             | BaSO4_5Wt              | 10             | 5828808      | 5220185      | 0.895584      | 0.00041420     | 0.00043768    
662             | BaSO4_10Wt             | 2              | 5828808      | 5696242      | 0.977257      | 0.00041420     | 0.00041899    
662             | BaSO4_10Wt             | 4              | 5828808      | 5567626      | 0.955191      | 0.00041420     | 0.00042380    
662             | BaSO4_10Wt             | 6              | 5828808      | 5442282      | 0.933687      | 0.00041420     | 0.00042866    
662             | BaSO4_10Wt             | 8              | 5828808      | 5319722      | 0.912660      | 0.00041420     | 0.00043357    
662             | BaSO4_10Wt             | 10             | 5828808      | 5199851      | 0.892095      | 0.00041420     | 0.00043854    
662             | BaSO4_15Wt             | 2              | 5828808      | 5691379      | 0.976422      | 0.00041420     | 0.00041917    
662             | BaSO4_15Wt             | 4              | 5828808      | 5558321      | 0.953595      | 0.00041420     | 0.00042416    
662             | BaSO4_15Wt             | 6              | 5828808      | 5428587      | 0.931337      | 0.00041420     | 0.00042920    
662             | BaSO4_15Wt             | 8              | 5828808      | 5302223      | 0.909658      | 0.00041420     | 0.00043428    
662             | BaSO4_15Wt             | 10             | 5828808      | 5177973      | 0.888342      | 0.00041420     | 0.00043946    
662             | BaSO4_20Wt             | 2              | 5828808      | 5686016      | 0.975502      | 0.00041420     | 0.00041937    
662             | BaSO4_20Wt             | 4              | 5828808      | 5548268      | 0.951870      | 0.00041420     | 0.00042454    
662             | BaSO4_20Wt             | 6              | 5828808      | 5413980      | 0.928831      | 0.00041420     | 0.00042978    
662             | BaSO4_20Wt             | 8              | 5828808      | 5282773      | 0.906321      | 0.00041420     | 0.00043508    
662             | BaSO4_20Wt             | 10             | 5828808      | 5154688      | 0.884347      | 0.00041420     | 0.00044045    
662             | BaSO4_25Wt             | 2              | 5828808      | 5680690      | 0.974589      | 0.00041420     | 0.00041957    
662             | BaSO4_25Wt             | 4              | 5828808      | 5537526      | 0.950027      | 0.00041420     | 0.00042495    
662             | BaSO4_25Wt             | 6              | 5828808      | 5397978      | 0.926086      | 0.00041420     | 0.00043041    
662             | BaSO4_25Wt             | 8              | 5828808      | 5261911      | 0.902742      | 0.00041420     | 0.00043594    
662             | BaSO4_25Wt             | 10             | 5828808      | 5128626      | 0.879876      | 0.00041420     | 0.00044157    
662             | BaSO4_30Wt             | 2              | 5828808      | 5674409      | 0.973511      | 0.00041420     | 0.00041980    
662             | BaSO4_30Wt             | 4              | 5828808      | 5525829      | 0.948020      | 0.00041420     | 0.00042540    
662             | BaSO4_30Wt             | 6              | 5828808      | 5380469      | 0.923082      | 0.00041420     | 0.00043111    
662             | BaSO4_30Wt             | 8              | 5828808      | 5239568      | 0.898909      | 0.00041420     | 0.00043687    
662             | BaSO4_30Wt             | 10             | 5828808      | 5101338      | 0.875194      | 0.00041420     | 0.00044275    
662             | Bi2O3_5Wt              | 2              | 5828808      | 5698891      | 0.977711      | 0.00041420     | 0.00041889    
662             | Bi2O3_5Wt              | 4              | 5828808      | 5571396      | 0.955838      | 0.00041420     | 0.00042366    
662             | Bi2O3_5Wt              | 6              | 5828808      | 5446812      | 0.934464      | 0.00041420     | 0.00042848    
662             | Bi2O3_5Wt              | 8              | 5828808      | 5325312      | 0.913619      | 0.00041420     | 0.00043334    
662             | Bi2O3_5Wt              | 10             | 5828808      | 5206458      | 0.893229      | 0.00041420     | 0.00043826    
662             | Bi2O3_10Wt             | 2              | 5828808      | 5690941      | 0.976347      | 0.00041420     | 0.00041919    
662             | Bi2O3_10Wt             | 4              | 5828808      | 5555394      | 0.953093      | 0.00041420     | 0.00042427    
662             | Bi2O3_10Wt             | 6              | 5828808      | 5423661      | 0.930492      | 0.00041420     | 0.00042939    
662             | Bi2O3_10Wt             | 8              | 5828808      | 5295242      | 0.908461      | 0.00041420     | 0.00043457    
662             | Bi2O3_10Wt             | 10             | 5828808      | 5169030      | 0.886807      | 0.00041420     | 0.00043984    
662             | Bi2O3_15Wt             | 2              | 5828808      | 5682043      | 0.974821      | 0.00041420     | 0.00041952    
662             | Bi2O3_15Wt             | 4              | 5828808      | 5538297      | 0.950159      | 0.00041420     | 0.00042492    
662             | Bi2O3_15Wt             | 6              | 5828808      | 5398229      | 0.926129      | 0.00041420     | 0.00043040    
662             | Bi2O3_15Wt             | 8              | 5828808      | 5262164      | 0.902786      | 0.00041420     | 0.00043593    
662             | Bi2O3_15Wt             | 10             | 5828808      | 5128404      | 0.879838      | 0.00041420     | 0.00044158    
662             | Bi2O3_20Wt             | 2              | 5828808      | 5672424      | 0.973171      | 0.00041420     | 0.00041987    
662             | Bi2O3_20Wt             | 4              | 5828808      | 5519124      | 0.946870      | 0.00041420     | 0.00042566    
662             | Bi2O3_20Wt             | 6              | 5828808      | 5370458      | 0.921365      | 0.00041420     | 0.00043151    
662             | Bi2O3_20Wt             | 8              | 5828808      | 5225536      | 0.896502      | 0.00041420     | 0.00043746    
662             | Bi2O3_20Wt             | 10             | 5828808      | 5084531      | 0.872311      | 0.00041420     | 0.00044348    
662             | Bi2O3_25Wt             | 2              | 5828808      | 5661459      | 0.971289      | 0.00041420     | 0.00042028    
662             | Bi2O3_25Wt             | 4              | 5828808      | 5497734      | 0.943200      | 0.00041420     | 0.00042649    
662             | Bi2O3_25Wt             | 6              | 5828808      | 5339205      | 0.916003      | 0.00041420     | 0.00043277    
662             | Bi2O3_25Wt             | 8              | 5828808      | 5185694      | 0.889666      | 0.00041420     | 0.00043913    
662             | Bi2O3_25Wt             | 10             | 5828808      | 5035498      | 0.863898      | 0.00041420     | 0.00044563    
662             | Bi2O3_30Wt             | 2              | 5828808      | 5649438      | 0.969227      | 0.00041420     | 0.00042072    
662             | Bi2O3_30Wt             | 4              | 5828808      | 5474333      | 0.939186      | 0.00041420     | 0.00042740    
662             | Bi2O3_30Wt             | 6              | 5828808      | 5305324      | 0.910190      | 0.00041420     | 0.00043415    
662             | Bi2O3_30Wt             | 8              | 5828808      | 5141510      | 0.882086      | 0.00041420     | 0.00044102    
662             | Bi2O3_30Wt             | 10             | 5828808      | 4982338      | 0.854778      | 0.00041420     | 0.00044801    
1173            | PPS_0Wt                | 2              | 3835531      | 3773065      | 0.983714      | 0.00051061     | 0.00051482    
1173            | PPS_0Wt                | 4              | 3835531      | 3712280      | 0.967866      | 0.00051061     | 0.00051901    
1173            | PPS_0Wt                | 6              | 3835531      | 3653126      | 0.952443      | 0.00051061     | 0.00052320    
1173            | PPS_0Wt                | 8              | 3835531      | 3595404      | 0.937394      | 0.00051061     | 0.00052738    
1173            | PPS_0Wt                | 10             | 3835531      | 3538223      | 0.922486      | 0.00051061     | 0.00053163    
1173            | G4_Pb                  | 2              | 3835531      | 3353139      | 0.874231      | 0.00051061     | 0.00054610    
1173            | G4_Pb                  | 4              | 3835531      | 2930982      | 0.764166      | 0.00051061     | 0.00058411    
1173            | G4_Pb                  | 6              | 3835531      | 2562641      | 0.668132      | 0.00051061     | 0.00062468    
1173            | G4_Pb                  | 8              | 3835531      | 2240305      | 0.584093      | 0.00051061     | 0.00066811    
1173            | G4_Pb                  | 10             | 3835531      | 1958672      | 0.510665      | 0.00051061     | 0.00071453    
1173            | G4_W                   | 2              | 3835531      | 3087500      | 0.804973      | 0.00051061     | 0.00056911    
1173            | G4_W                   | 4              | 3835531      | 2486813      | 0.648362      | 0.00051061     | 0.00063413    
1173            | G4_W                   | 6              | 3835531      | 2003364      | 0.522317      | 0.00051061     | 0.00070651    
1173            | G4_W                   | 8              | 3835531      | 1613221      | 0.420599      | 0.00051061     | 0.00078732    
1173            | G4_W                   | 10             | 3835531      | 1298096      | 0.338440      | 0.00051061     | 0.00087770    
1173            | Ti3C2O2_5Wt            | 2              | 3835531      | 3771453      | 0.983294      | 0.00051061     | 0.00051493    
1173            | Ti3C2O2_5Wt            | 4              | 3835531      | 3709194      | 0.967061      | 0.00051061     | 0.00051923    
1173            | Ti3C2O2_5Wt            | 6              | 3835531      | 3648072      | 0.951126      | 0.00051061     | 0.00052356    
1173            | Ti3C2O2_5Wt            | 8              | 3835531      | 3587981      | 0.935459      | 0.00051061     | 0.00052793    
1173            | Ti3C2O2_5Wt            | 10             | 3835531      | 3529525      | 0.920218      | 0.00051061     | 0.00053228    
1173            | Ti3C2O2_10Wt           | 2              | 3835531      | 3769140      | 0.982691      | 0.00051061     | 0.00051508    
1173            | Ti3C2O2_10Wt           | 4              | 3835531      | 3704701      | 0.965890      | 0.00051061     | 0.00051955    
1173            | Ti3C2O2_10Wt           | 6              | 3835531      | 3641570      | 0.949430      | 0.00051061     | 0.00052403    
1173            | Ti3C2O2_10Wt           | 8              | 3835531      | 3579308      | 0.933198      | 0.00051061     | 0.00052857    
1173            | Ti3C2O2_10Wt           | 10             | 3835531      | 3518903      | 0.917449      | 0.00051061     | 0.00053308    
1173            | Ti3C2O2_15Wt           | 2              | 3835531      | 3766690      | 0.982052      | 0.00051061     | 0.00051525    
1173            | Ti3C2O2_15Wt           | 4              | 3835531      | 3699733      | 0.964595      | 0.00051061     | 0.00051989    
1173            | Ti3C2O2_15Wt           | 6              | 3835531      | 3634457      | 0.947576      | 0.00051061     | 0.00052454    
1173            | Ti3C2O2_15Wt           | 8              | 3835531      | 3570225      | 0.930829      | 0.00051061     | 0.00052924    
1173            | Ti3C2O2_15Wt           | 10             | 3835531      | 3507533      | 0.914484      | 0.00051061     | 0.00053395    
1173            | Ti3C2O2_20Wt           | 2              | 3835531      | 3764004      | 0.981351      | 0.00051061     | 0.00051544    
1173            | Ti3C2O2_20Wt           | 4              | 3835531      | 3694516      | 0.963235      | 0.00051061     | 0.00052026    
1173            | Ti3C2O2_20Wt           | 6              | 3835531      | 3626923      | 0.945612      | 0.00051061     | 0.00052509    
1173            | Ti3C2O2_20Wt           | 8              | 3835531      | 3560418      | 0.928273      | 0.00051061     | 0.00052997    
1173            | Ti3C2O2_20Wt           | 10             | 3835531      | 3495034      | 0.911226      | 0.00051061     | 0.00053490    
1173            | Ti3C2O2_25Wt           | 2              | 3835531      | 3761159      | 0.980610      | 0.00051061     | 0.00051563    
1173            | Ti3C2O2_25Wt           | 4              | 3835531      | 3688955      | 0.961785      | 0.00051061     | 0.00052065    
1173            | Ti3C2O2_25Wt           | 6              | 3835531      | 3618588      | 0.943439      | 0.00051061     | 0.00052569    
1173            | Ti3C2O2_25Wt           | 8              | 3835531      | 3549653      | 0.925466      | 0.00051061     | 0.00053077    
1173            | Ti3C2O2_25Wt           | 10             | 3835531      | 3481620      | 0.907728      | 0.00051061     | 0.00053593    
1173            | Ti3C2O2_30Wt           | 2              | 3835531      | 3757855      | 0.979748      | 0.00051061     | 0.00051586    
1173            | Ti3C2O2_30Wt           | 4              | 3835531      | 3682879      | 0.960201      | 0.00051061     | 0.00052108    
1173            | Ti3C2O2_30Wt           | 6              | 3835531      | 3609119      | 0.940970      | 0.00051061     | 0.00052638    
1173            | Ti3C2O2_30Wt           | 8              | 3835531      | 3537604      | 0.922324      | 0.00051061     | 0.00053167    
1173            | Ti3C2O2_30Wt           | 10             | 3835531      | 3466756      | 0.903853      | 0.00051061     | 0.00053708    
1173            | Pb_5Wt                 | 2              | 3835531      | 3770769      | 0.983115      | 0.00051061     | 0.00051497    
1173            | Pb_5Wt                 | 4              | 3835531      | 3707923      | 0.966730      | 0.00051061     | 0.00051932    
1173            | Pb_5Wt                 | 6              | 3835531      | 3646279      | 0.950658      | 0.00051061     | 0.00052369    
1173            | Pb_5Wt                 | 8              | 3835531      | 3585628      | 0.934845      | 0.00051061     | 0.00052810    
1173            | Pb_5Wt                 | 10             | 3835531      | 3526706      | 0.919483      | 0.00051061     | 0.00053249    
1173            | Pb_10Wt                | 2              | 3835531      | 3767742      | 0.982326      | 0.00051061     | 0.00051518    
1173            | Pb_10Wt                | 4              | 3835531      | 3701980      | 0.965181      | 0.00051061     | 0.00051974    
1173            | Pb_10Wt                | 6              | 3835531      | 3637473      | 0.948362      | 0.00051061     | 0.00052432    
1173            | Pb_10Wt                | 8              | 3835531      | 3574080      | 0.931834      | 0.00051061     | 0.00052895    
1173            | Pb_10Wt                | 10             | 3835531      | 3512448      | 0.915766      | 0.00051061     | 0.00053357    
1173            | Pb_15Wt                | 2              | 3835531      | 3764398      | 0.981454      | 0.00051061     | 0.00051541    
1173            | Pb_15Wt                | 4              | 3835531      | 3695277      | 0.963433      | 0.00051061     | 0.00052021    
1173            | Pb_15Wt                | 6              | 3835531      | 3627845      | 0.945852      | 0.00051061     | 0.00052502    
1173            | Pb_15Wt                | 8              | 3835531      | 3561379      | 0.928523      | 0.00051061     | 0.00052990    
1173            | Pb_15Wt                | 10             | 3835531      | 3496634      | 0.911643      | 0.00051061     | 0.00053478    
1173            | Pb_20Wt                | 2              | 3835531      | 3760851      | 0.980529      | 0.00051061     | 0.00051565    
1173            | Pb_20Wt                | 4              | 3835531      | 3688281      | 0.961609      | 0.00051061     | 0.00052070    
1173            | Pb_20Wt                | 6              | 3835531      | 3617364      | 0.943119      | 0.00051061     | 0.00052578    
1173            | Pb_20Wt                | 8              | 3835531      | 3547741      | 0.924967      | 0.00051061     | 0.00053091    
1173            | Pb_20Wt                | 10             | 3835531      | 3479506      | 0.907177      | 0.00051061     | 0.00053609    
1173            | Pb_25Wt                | 2              | 3835531      | 3756574      | 0.979414      | 0.00051061     | 0.00051595    
1173            | Pb_25Wt                | 4              | 3835531      | 3680107      | 0.959478      | 0.00051061     | 0.00052128    
1173            | Pb_25Wt                | 6              | 3835531      | 3605427      | 0.940007      | 0.00051061     | 0.00052665    
1173            | Pb_25Wt                | 8              | 3835531      | 3532519      | 0.920999      | 0.00051061     | 0.00053206    
1173            | Pb_25Wt                | 10             | 3835531      | 3460728      | 0.902281      | 0.00051061     | 0.00053755    
1173            | Pb_30Wt                | 2              | 3835531      | 3752035      | 0.978231      | 0.00051061     | 0.00051626    
1173            | Pb_30Wt                | 4              | 3835531      | 3671090      | 0.957127      | 0.00051061     | 0.00052192    
1173            | Pb_30Wt                | 6              | 3835531      | 3592164      | 0.936549      | 0.00051061     | 0.00052762    
1173            | Pb_30Wt                | 8              | 3835531      | 3515088      | 0.916454      | 0.00051061     | 0.00053337    
1173            | Pb_30Wt                | 10             | 3835531      | 3439685      | 0.896795      | 0.00051061     | 0.00053919    
1173            | W_5Wt                  | 2              | 3835531      | 3770355      | 0.983007      | 0.00051061     | 0.00051500    
1173            | W_5Wt                  | 4              | 3835531      | 3706691      | 0.966409      | 0.00051061     | 0.00051941    
1173            | W_5Wt                  | 6              | 3835531      | 3645025      | 0.950331      | 0.00051061     | 0.00052378    
1173            | W_5Wt                  | 8              | 3835531      | 3584902      | 0.934656      | 0.00051061     | 0.00052815    
1173            | W_5Wt                  | 10             | 3835531      | 3525344      | 0.919128      | 0.00051061     | 0.00053260    
1173            | W_10Wt                 | 2              | 3835531      | 3767294      | 0.982209      | 0.00051061     | 0.00051521    
1173            | W_10Wt                 | 4              | 3835531      | 3700735      | 0.964856      | 0.00051061     | 0.00051982    
1173            | W_10Wt                 | 6              | 3835531      | 3636323      | 0.948062      | 0.00051061     | 0.00052441    
1173            | W_10Wt                 | 8              | 3835531      | 3573295      | 0.931630      | 0.00051061     | 0.00052901    
1173            | W_10Wt                 | 10             | 3835531      | 3510891      | 0.915360      | 0.00051061     | 0.00053369    
1173            | W_15Wt                 | 2              | 3835531      | 3763777      | 0.981292      | 0.00051061     | 0.00051545    
1173            | W_15Wt                 | 4              | 3835531      | 3693997      | 0.963099      | 0.00051061     | 0.00052030    
1173            | W_15Wt                 | 6              | 3835531      | 3626800      | 0.945580      | 0.00051061     | 0.00052510    
1173            | W_15Wt                 | 8              | 3835531      | 3560512      | 0.928297      | 0.00051061     | 0.00052996    
1173            | W_15Wt                 | 10             | 3835531      | 3495608      | 0.911375      | 0.00051061     | 0.00053486    
1173            | W_20Wt                 | 2              | 3835531      | 3759971      | 0.980300      | 0.00051061     | 0.00051571    
1173            | W_20Wt                 | 4              | 3835531      | 3687077      | 0.961295      | 0.00051061     | 0.00052079    
1173            | W_20Wt                 | 6              | 3835531      | 3616188      | 0.942813      | 0.00051061     | 0.00052587    
1173            | W_20Wt                 | 8              | 3835531      | 3546563      | 0.924660      | 0.00051061     | 0.00053100    
1173            | W_20Wt                 | 10             | 3835531      | 3477290      | 0.906599      | 0.00051061     | 0.00053627    
1173            | W_25Wt                 | 2              | 3835531      | 3755613      | 0.979164      | 0.00051061     | 0.00051601    
1173            | W_25Wt                 | 4              | 3835531      | 3678603      | 0.959086      | 0.00051061     | 0.00052139    
1173            | W_25Wt                 | 6              | 3835531      | 3603990      | 0.939633      | 0.00051061     | 0.00052675    
