Phase 1: Comprehensive Shielding Master Data
Photons Fired per run: 10000000 | Total Runs: 930
===================================================================================================================
Energy (keV)    | Material        | Thickness (mm)  | I_0        | I          | Ratio (I/I_0)   | Abs. Poisson Error
662             | Ti3C2O2_20Wt    | 4               | 10000000   | 9511582    | 0.951158        | 0.00030841
662             | Ti3C2O2_20Wt    | 6               | 10000000   | 9276651    | 0.927665        | 0.00030458
662             | Ti3C2O2_20Wt    | 8               | 10000000   | 9047171    | 0.904717        | 0.00030079
662             | Ti3C2O2_20Wt    | 10              | 10000000   | 8824885    | 0.882489        | 0.00029707
662             | Ti3C2O2_25Wt    | 2               | 10000000   | 9742604    | 0.97426         | 0.00031213
662             | Ti3C2O2_25Wt    | 4               | 10000000   | 9491659    | 0.949166        | 0.00030809
662             | Ti3C2O2_25Wt    | 6               | 10000000   | 9247367    | 0.924737        | 0.00030409
662             | Ti3C2O2_25Wt    | 8               | 10000000   | 9009480    | 0.900948        | 0.00030016
662             | Ti3C2O2_25Wt    | 10              | 10000000   | 8778794    | 0.877879        | 0.00029629
662             | Ti3C2O2_30Wt    | 2               | 10000000   | 9731518    | 0.973152        | 0.00031195
662             | Ti3C2O2_30Wt    | 4               | 10000000   | 9469923    | 0.946992        | 0.00030773
662             | Ti3C2O2_30Wt    | 6               | 10000000   | 9215457    | 0.921546        | 0.00030357
662             | Ti3C2O2_30Wt    | 8               | 10000000   | 8968491    | 0.896849        | 0.00029947
662             | Ti3C2O2_30Wt    | 10              | 10000000   | 8728319    | 0.872832        | 0.00029544
1173            | PPS_0Wt         | 2               | 10000000   | 9837396    | 0.98374         | 0.00031365
1173            | PPS_0Wt         | 4               | 10000000   | 9676892    | 0.967689        | 0.00031108
1173            | PPS_0Wt         | 6               | 10000000   | 9519138    | 0.951914        | 0.00030853
1173            | PPS_0Wt         | 8               | 10000000   | 9364281    | 0.936428        | 0.00030601
1173            | PPS_0Wt         | 10              | 10000000   | 9211707    | 0.921171        | 0.00030351
1173            | Pb_5Wt          | 2               | 10000000   | 9829754    | 0.982975        | 0.00031352
1173            | Pb_5Wt          | 4               | 10000000   | 9662064    | 0.966206        | 0.00031084
1173            | Pb_5Wt          | 6               | 10000000   | 9497263    | 0.949726        | 0.00030818
1173            | Pb_5Wt          | 8               | 10000000   | 9335512    | 0.933551        | 0.00030554
1173            | Pb_5Wt          | 10              | 10000000   | 9176686    | 0.917669        | 0.00030293
1173            | Pb_10Wt         | 2               | 10000000   | 9821542    | 0.982154        | 0.00031339
1173            | Pb_10Wt         | 4               | 10000000   | 9645770    | 0.964577        | 0.00031058
1173            | Pb_10Wt         | 6               | 10000000   | 9473481    | 0.947348        | 0.00030779
1173            | Pb_10Wt         | 8               | 10000000   | 9304381    | 0.930438        | 0.00030503
1173            | Pb_10Wt         | 10              | 10000000   | 9138195    | 0.91382         | 0.00030229
1173            | Pb_15Wt         | 2               | 10000000   | 9812488    | 0.981249        | 0.00031325
1173            | Pb_15Wt         | 4               | 10000000   | 9628107    | 0.962811        | 0.00031029
1173            | Pb_15Wt         | 6               | 10000000   | 9447338    | 0.944734        | 0.00030737
1173            | Pb_15Wt         | 8               | 10000000   | 9270258    | 0.927026        | 0.00030447
1173            | Pb_15Wt         | 10              | 10000000   | 9096207    | 0.909621        | 0.00030160
1173            | Pb_20Wt         | 2               | 10000000   | 9802356    | 0.980236        | 0.00031309
1173            | Pb_20Wt         | 4               | 10000000   | 9608221    | 0.960822        | 0.00030997
1173            | Pb_20Wt         | 6               | 10000000   | 9418534    | 0.941853        | 0.00030690
1173            | Pb_20Wt         | 8               | 10000000   | 9232223    | 0.923222        | 0.00030385
1173            | Pb_20Wt         | 10              | 10000000   | 9049843    | 0.904984        | 0.00030083
1173            | Pb_25Wt         | 2               | 10000000   | 9791213    | 0.979121        | 0.00031291
1173            | Pb_25Wt         | 4               | 10000000   | 9586423    | 0.958642        | 0.00030962
1173            | Pb_25Wt         | 6               | 10000000   | 9386644    | 0.938664        | 0.00030638
1173            | Pb_25Wt         | 8               | 10000000   | 9190105    | 0.91901         | 0.00030315
1173            | Pb_25Wt         | 10              | 10000000   | 8998220    | 0.899822        | 0.00029997
1173            | Pb_30Wt         | 2               | 10000000   | 9778618    | 0.977862        | 0.00031271
1173            | Pb_30Wt         | 4               | 10000000   | 9562149    | 0.956215        | 0.00030923
1173            | Pb_30Wt         | 6               | 10000000   | 9350656    | 0.935066        | 0.00030579
1173            | Pb_30Wt         | 8               | 10000000   | 9143311    | 0.914331        | 0.00030238
1173            | Pb_30Wt         | 10              | 10000000   | 8941272    | 0.894127        | 0.00029902
1173            | BaSO4_5Wt       | 2               | 10000000   | 9832257    | 0.983226        | 0.00031356
1173            | BaSO4_5Wt       | 4               | 10000000   | 9666957    | 0.966696        | 0.00031092
1173            | BaSO4_5Wt       | 6               | 10000000   | 9504363    | 0.950436        | 0.00030829
1173            | BaSO4_5Wt       | 8               | 10000000   | 9345017    | 0.934502        | 0.00030570
1173            | BaSO4_5Wt       | 10              | 10000000   | 9188223    | 0.918822        | 0.00030312
1173            | BaSO4_10Wt      | 2               | 10000000   | 9826839    | 0.982684        | 0.00031348
1173            | BaSO4_10Wt      | 4               | 10000000   | 9656222    | 0.965622        | 0.00031074
1173            | BaSO4_10Wt      | 6               | 10000000   | 9488740    | 0.948874        | 0.00030804
1173            | BaSO4_10Wt      | 8               | 10000000   | 9324403    | 0.93244         | 0.00030536
1173            | BaSO4_10Wt      | 10              | 10000000   | 9162824    | 0.916282        | 0.00030270
1173            | BaSO4_15Wt      | 2               | 10000000   | 9820938    | 0.982094        | 0.00031338
1173            | BaSO4_15Wt      | 4               | 10000000   | 9644830    | 0.964483        | 0.00031056
1173            | BaSO4_15Wt      | 6               | 10000000   | 9471988    | 0.947199        | 0.00030777
1173            | BaSO4_15Wt      | 8               | 10000000   | 9302310    | 0.930231        | 0.00030500
1173            | BaSO4_15Wt      | 10              | 10000000   | 9135740    | 0.913574        | 0.00030225
1173            | BaSO4_20Wt      | 2               | 10000000   | 9814599    | 0.98146         | 0.00031328
1173            | BaSO4_20Wt      | 4               | 10000000   | 9632225    | 0.963222        | 0.00031036
1173            | BaSO4_20Wt      | 6               | 10000000   | 9453733    | 0.945373        | 0.00030747
1173            | BaSO4_20Wt      | 8               | 10000000   | 9278441    | 0.927844        | 0.00030461
1173            | BaSO4_20Wt      | 10              | 10000000   | 9106420    | 0.910642        | 0.00030177
1173            | BaSO4_25Wt      | 2               | 10000000   | 9807729    | 0.980773        | 0.00031317
1173            | BaSO4_25Wt      | 4               | 10000000   | 9618746    | 0.961875        | 0.00031014
1173            | BaSO4_25Wt      | 6               | 10000000   | 9434073    | 0.943407        | 0.00030715
1173            | BaSO4_25Wt      | 8               | 10000000   | 9252363    | 0.925236        | 0.00030418
1173            | BaSO4_25Wt      | 10              | 10000000   | 9074489    | 0.907449        | 0.00030124
1173            | BaSO4_30Wt      | 2               | 10000000   | 9800272    | 0.980027        | 0.00031305
1173            | BaSO4_30Wt      | 4               | 10000000   | 9604273    | 0.960427        | 0.00030991
1173            | BaSO4_30Wt      | 6               | 10000000   | 9412712    | 0.941271        | 0.00030680
1173            | BaSO4_30Wt      | 8               | 10000000   | 9224234    | 0.922423        | 0.00030371
1173            | BaSO4_30Wt      | 10              | 10000000   | 9040205    | 0.904021        | 0.00030067
1173            | W_5Wt           | 2               | 10000000   | 9829798    | 0.98298         | 0.00031353
1173            | W_5Wt           | 4               | 10000000   | 9662123    | 0.966212        | 0.00031084
1173            | W_5Wt           | 6               | 10000000   | 9497428    | 0.949743        | 0.00030818
1173            | W_5Wt           | 8               | 10000000   | 9335685    | 0.933569        | 0.00030554
1173            | W_5Wt           | 10              | 10000000   | 9176929    | 0.917693        | 0.00030293
1173            | W_10Wt          | 2               | 10000000   | 9821564    | 0.982156        | 0.00031339
1173            | W_10Wt          | 4               | 10000000   | 9645835    | 0.964584        | 0.00031058
1173            | W_10Wt          | 6               | 10000000   | 9473521    | 0.947352        | 0.00030779
1173            | W_10Wt          | 8               | 10000000   | 9304463    | 0.930446        | 0.00030503
1173            | W_10Wt          | 10              | 10000000   | 9138296    | 0.91383         | 0.00030230
1173            | W_15Wt          | 2               | 10000000   | 9812432    | 0.981243        | 0.00031325
1173            | W_15Wt          | 4               | 10000000   | 9627864    | 0.962786        | 0.00031029
1173            | W_15Wt          | 6               | 10000000   | 9447272    | 0.944727        | 0.00030736
1173            | W_15Wt          | 8               | 10000000   | 9270043    | 0.927004        | 0.00030447
1173            | W_15Wt          | 10              | 10000000   | 9096115    | 0.909612        | 0.00030160
1173            | W_20Wt          | 2               | 10000000   | 9802299    | 0.98023         | 0.00031309
1173            | W_20Wt          | 4               | 10000000   | 9607947    | 0.960795        | 0.00030997
1173            | W_20Wt          | 6               | 10000000   | 9418202    | 0.94182         | 0.00030689
1173            | W_20Wt          | 8               | 10000000   | 9231478    | 0.923148        | 0.00030383
1173            | W_20Wt          | 10              | 10000000   | 9048962    | 0.904896        | 0.00030081
1173            | W_25Wt          | 2               | 10000000   | 9790661    | 0.979066        | 0.00031290
1173            | W_25Wt          | 4               | 10000000   | 9585682    | 0.958568        | 0.00030961
1173            | W_25Wt          | 6               | 10000000   | 9385411    | 0.938541        | 0.00030636
1173            | W_25Wt          | 8               | 10000000   | 9188668    | 0.918867        | 0.00030313
1173            | W_25Wt          | 10              | 10000000   | 8996936    | 0.899694        | 0.00029995
1173            | W_30Wt          | 2               | 10000000   | 9777785    | 0.977778        | 0.00031269
1173            | W_30Wt          | 4               | 10000000   | 9560565    | 0.956056        | 0.00030920
1173            | W_30Wt          | 6               | 10000000   | 9348444    | 0.934844        | 0.00030575
1173            | W_30Wt          | 8               | 10000000   | 9140772    | 0.914077        | 0.00030234
1173            | W_30Wt          | 10              | 10000000   | 8938102    | 0.89381         | 0.00029897
1173            | Bi2O3_5Wt       | 2               | 10000000   | 9829957    | 0.982996        | 0.00031353
1173            | Bi2O3_5Wt       | 4               | 10000000   | 9662502    | 0.96625         | 0.00031085
1173            | Bi2O3_5Wt       | 6               | 10000000   | 9497876    | 0.949788        | 0.00030819
1173            | Bi2O3_5Wt       | 8               | 10000000   | 9336379    | 0.933638        | 0.00030555
1173            | Bi2O3_5Wt       | 10              | 10000000   | 9177678    | 0.917768        | 0.00030295
1173            | Bi2O3_10Wt      | 2               | 10000000   | 9822046    | 0.982205        | 0.00031340
1173            | Bi2O3_10Wt      | 4               | 10000000   | 9646787    | 0.964679        | 0.00031059
1173            | Bi2O3_10Wt      | 6               | 10000000   | 9474932    | 0.947493        | 0.00030781
1173            | Bi2O3_10Wt      | 8               | 10000000   | 9306230    | 0.930623        | 0.00030506
1173            | Bi2O3_10Wt      | 10              | 10000000   | 9140501    | 0.91405         | 0.00030233
1173            | Bi2O3_15Wt      | 2               | 10000000   | 9813282    | 0.981328        | 0.00031326
1173            | Bi2O3_15Wt      | 4               | 10000000   | 9629703    | 0.96297         | 0.00031032
1173            | Bi2O3_15Wt      | 6               | 10000000   | 9449687    | 0.944969        | 0.00030740
1173            | Bi2O3_15Wt      | 8               | 10000000   | 9273395    | 0.927339        | 0.00030452
1173            | Bi2O3_15Wt      | 10              | 10000000   | 9099958    | 0.909996        | 0.00030166
1173            | Bi2O3_20Wt      | 2               | 10000000   | 9803577    | 0.980358        | 0.00031311
1173            | Bi2O3_20Wt      | 4               | 10000000   | 9610673    | 0.961067        | 0.00031001
1173            | Bi2O3_20Wt      | 6               | 10000000   | 9422111    | 0.942211        | 0.00030695
1173            | Bi2O3_20Wt      | 8               | 10000000   | 9236825    | 0.923682        | 0.00030392
1173            | Bi2O3_20Wt      | 10              | 10000000   | 9055507    | 0.905551        | 0.00030092
1173            | Bi2O3_25Wt      | 2               | 10000000   | 9792954    | 0.979295        | 0.00031294
1173            | Bi2O3_25Wt      | 4               | 10000000   | 9589807    | 0.958981        | 0.00030967
1173            | Bi2O3_25Wt      | 6               | 10000000   | 9391629    | 0.939163        | 0.00030646
1173            | Bi2O3_25Wt      | 8               | 10000000   | 9196650    | 0.919665        | 0.00030326
1173            | Bi2O3_25Wt      | 10              | 10000000   | 9006164    | 0.900616        | 0.00030010
1173            | Bi2O3_30Wt      | 2               | 10000000   | 9781050    | 0.978105        | 0.00031275
1173            | Bi2O3_30Wt      | 4               | 10000000   | 9566655    | 0.956665        | 0.00030930
1173            | Bi2O3_30Wt      | 6               | 10000000   | 9357409    | 0.935741        | 0.00030590
1173            | Bi2O3_30Wt      | 8               | 10000000   | 9152180    | 0.915218        | 0.00030253
1173            | Bi2O3_30Wt      | 10              | 10000000   | 8951985    | 0.895199        | 0.00029920
1173            | Ti3C2O2_5Wt     | 2               | 10000000   | 9831751    | 0.983175        | 0.00031356
1173            | Ti3C2O2_5Wt     | 4               | 10000000   | 9665886    | 0.966589        | 0.00031090
1173            | Ti3C2O2_5Wt     | 6               | 10000000   | 9502904    | 0.95029         | 0.00030827
1173            | Ti3C2O2_5Wt     | 8               | 10000000   | 9342952    | 0.934295        | 0.00030566
1173            | Ti3C2O2_5Wt     | 10              | 10000000   | 9185895    | 0.918589        | 0.00030308
1173            | Ti3C2O2_10Wt    | 2               | 10000000   | 9825775    | 0.982577        | 0.00031346
1173            | Ti3C2O2_10Wt    | 4               | 10000000   | 9653948    | 0.965395        | 0.00031071
1173            | Ti3C2O2_10Wt    | 6               | 10000000   | 9485521    | 0.948552        | 0.00030799
1173            | Ti3C2O2_10Wt    | 8               | 10000000   | 9320190    | 0.932019        | 0.00030529
1173            | Ti3C2O2_10Wt    | 10              | 10000000   | 9157606    | 0.915761        | 0.00030262
1173            | Ti3C2O2_15Wt    | 2               | 10000000   | 9819192    | 0.981919        | 0.00031336
1173            | Ti3C2O2_15Wt    | 4               | 10000000   | 9641184    | 0.964118        | 0.00031050
1173            | Ti3C2O2_15Wt    | 6               | 10000000   | 9466679    | 0.946668        | 0.00030768
1173            | Ti3C2O2_15Wt    | 8               | 10000000   | 9295635    | 0.929563        | 0.00030489
1173            | Ti3C2O2_15Wt    | 10              | 10000000   | 9127459    | 0.912746        | 0.00030212
1173            | Ti3C2O2_20Wt    | 2               | 10000000   | 9812064    | 0.981206        | 0.00031324
1173            | Ti3C2O2_20Wt    | 4               | 10000000   | 9627117    | 0.962712        | 0.00031028
1173            | Ti3C2O2_20Wt    | 6               | 10000000   | 9446308    | 0.944631        | 0.00030735
1173            | Ti3C2O2_20Wt    | 8               | 10000000   | 9268587    | 0.926859        | 0.00030444
1173            | Ti3C2O2_20Wt    | 10              | 10000000   | 9094381    | 0.909438        | 0.00030157
1173            | Ti3C2O2_25Wt    | 2               | 10000000   | 9804248    | 0.980425        | 0.00031312
1173            | Ti3C2O2_25Wt    | 4               | 10000000   | 9611922    | 0.961192        | 0.00031003
1173            | Ti3C2O2_25Wt    | 6               | 10000000   | 9424110    | 0.942411        | 0.00030699
1173            | Ti3C2O2_25Wt    | 8               | 10000000   | 9239145    | 0.923914        | 0.00030396
1173            | Ti3C2O2_25Wt    | 10              | 10000000   | 9058466    | 0.905847        | 0.00030097
1173            | Ti3C2O2_30Wt    | 2               | 10000000   | 9795609    | 0.979561        | 0.00031298
1173            | Ti3C2O2_30Wt    | 4               | 10000000   | 9595287    | 0.959529        | 0.00030976
1173            | Ti3C2O2_30Wt    | 6               | 10000000   | 9399574    | 0.939957        | 0.00030659
1173            | Ti3C2O2_30Wt    | 8               | 10000000   | 9207344    | 0.920734        | 0.00030344
1173            | Ti3C2O2_30Wt    | 10              | 10000000   | 9019734    | 0.901973        | 0.00030033
1332            | PPS_0Wt         | 2               | 10000000   | 9847532    | 0.984753        | 0.00031381
1332            | PPS_0Wt         | 4               | 10000000   | 9696875    | 0.969688        | 0.00031140
1332            | PPS_0Wt         | 6               | 10000000   | 9548434    | 0.954843        | 0.00030901
1332            | PPS_0Wt         | 8               | 10000000   | 9403089    | 0.940309        | 0.00030664
1332            | PPS_0Wt         | 10              | 10000000   | 9259114    | 0.925911        | 0.00030429
1332            | Pb_5Wt          | 2               | 10000000   | 9840706    | 0.984071        | 0.00031370
1332            | Pb_5Wt          | 4               | 10000000   | 9683417    | 0.968342        | 0.00031118
1332            | Pb_5Wt          | 6               | 10000000   | 9528837    | 0.952884        | 0.00030869
1332            | Pb_5Wt          | 8               | 10000000   | 9376962    | 0.937696        | 0.00030622
1332            | Pb_5Wt          | 10              | 10000000   | 9227155    | 0.922716        | 0.00030376
1332            | Pb_10Wt         | 2               | 10000000   | 9833168    | 0.983317        | 0.00031358
1332            | Pb_10Wt         | 4               | 10000000   | 9668744    | 0.966874        | 0.00031095
1332            | Pb_10Wt         | 6               | 10000000   | 9506968    | 0.950697        | 0.00030833
1332            | Pb_10Wt         | 8               | 10000000   | 9348474    | 0.934847        | 0.00030575
1332            | Pb_10Wt         | 10              | 10000000   | 9192240    | 0.919224        | 0.00030319
1332            | Pb_15Wt         | 2               | 10000000   | 9824903    | 0.98249         | 0.00031345
1332            | Pb_15Wt         | 4               | 10000000   | 9652361    | 0.965236        | 0.00031068
1332            | Pb_15Wt         | 6               | 10000000   | 9483094    | 0.948309        | 0.00030795
1332            | Pb_15Wt         | 8               | 10000000   | 9317088    | 0.931709        | 0.00030524
1332            | Pb_15Wt         | 10              | 10000000   | 9154041    | 0.915404        | 0.00030256
1332            | Pb_20Wt         | 2               | 10000000   | 9815826    | 0.981583        | 0.00031330
1332            | Pb_20Wt         | 4               | 10000000   | 9634557    | 0.963456        | 0.00031040
1332            | Pb_20Wt         | 6               | 10000000   | 9456987    | 0.945699        | 0.00030752
1332            | Pb_20Wt         | 8               | 10000000   | 9282726    | 0.928273        | 0.00030468
1332            | Pb_20Wt         | 10              | 10000000   | 9111622    | 0.911162        | 0.00030185
1332            | Pb_25Wt         | 2               | 10000000   | 9805511    | 0.980551        | 0.00031314
1332            | Pb_25Wt         | 4               | 10000000   | 9614587    | 0.961459        | 0.00031007
1332            | Pb_25Wt         | 6               | 10000000   | 9427790    | 0.942779        | 0.00030705
1332            | Pb_25Wt         | 8               | 10000000   | 9244600    | 0.92446         | 0.00030405
1332            | Pb_25Wt         | 10              | 10000000   | 9064844    | 0.906484        | 0.00030108
1332            | Pb_30Wt         | 2               | 10000000   | 9794240    | 0.979424        | 0.00031296
1332            | Pb_30Wt         | 4               | 10000000   | 9592428    | 0.959243        | 0.00030972
1332            | Pb_30Wt         | 6               | 10000000   | 9395478    | 0.939548        | 0.00030652
1332            | Pb_30Wt         | 8               | 10000000   | 9201660    | 0.920166        | 0.00030334
1332            | Pb_30Wt         | 10              | 10000000   | 9012200    | 0.90122         | 0.00030020
1332            | BaSO4_5Wt       | 2               | 10000000   | 9842863    | 0.984286        | 0.00031373
1332            | BaSO4_5Wt       | 4               | 10000000   | 9687614    | 0.968761        | 0.00031125
1332            | BaSO4_5Wt       | 6               | 10000000   | 9534922    | 0.953492        | 0.00030879
1332            | BaSO4_5Wt       | 8               | 10000000   | 9384971    | 0.938497        | 0.00030635
1332            | BaSO4_5Wt       | 10              | 10000000   | 9236990    | 0.923699        | 0.00030392
1332            | BaSO4_10Wt      | 2               | 10000000   | 9837778    | 0.983778        | 0.00031365
1332            | BaSO4_10Wt      | 4               | 10000000   | 9677619    | 0.967762        | 0.00031109
1332            | BaSO4_10Wt      | 6               | 10000000   | 9520179    | 0.952018        | 0.00030855
1332            | BaSO4_10Wt      | 8               | 10000000   | 9365506    | 0.936551        | 0.00030603
1332            | BaSO4_10Wt      | 10              | 10000000   | 9213285    | 0.921328        | 0.00030353
1332            | BaSO4_15Wt      | 2               | 10000000   | 9832223    | 0.983222        | 0.00031356
1332            | BaSO4_15Wt      | 4               | 10000000   | 9666755    | 0.966676        | 0.00031091
1332            | BaSO4_15Wt      | 6               | 10000000   | 9504267    | 0.950427        | 0.00030829
1332            | BaSO4_15Wt      | 8               | 10000000   | 9344852    | 0.934485        | 0.00030569
1332            | BaSO4_15Wt      | 10              | 10000000   | 9187980    | 0.918798        | 0.00030312
1332            | BaSO4_20Wt      | 2               | 10000000   | 9826350    | 0.982635        | 0.00031347
1332            | BaSO4_20Wt      | 4               | 10000000   | 9655195    | 0.965519        | 0.00031073
1332            | BaSO4_20Wt      | 6               | 10000000   | 9487250    | 0.948725        | 0.00030801
1332            | BaSO4_20Wt      | 8               | 10000000   | 9322533    | 0.932253        | 0.00030533
1332            | BaSO4_20Wt      | 10              | 10000000   | 9160485    | 0.916049        | 0.00030266
1332            | BaSO4_25Wt      | 2               | 10000000   | 9819893    | 0.981989        | 0.00031337
1332            | BaSO4_25Wt      | 4               | 10000000   | 9642719    | 0.964272        | 0.00031053
1332            | BaSO4_25Wt      | 6               | 10000000   | 9468930    | 0.946893        | 0.00030772
1332            | BaSO4_25Wt      | 8               | 10000000   | 9298326    | 0.929833        | 0.00030493
1332            | BaSO4_25Wt      | 10              | 10000000   | 9130821    | 0.913082        | 0.00030217
1332            | BaSO4_30Wt      | 2               | 10000000   | 9812915    | 0.981291        | 0.00031326
1332            | BaSO4_30Wt      | 4               | 10000000   | 9628869    | 0.962887        | 0.00031030
1332            | BaSO4_30Wt      | 6               | 10000000   | 9448918    | 0.944892        | 0.00030739
1332            | BaSO4_30Wt      | 8               | 10000000   | 9271954    | 0.927195        | 0.00030450
1332            | BaSO4_30Wt      | 10              | 10000000   | 9098484    | 0.909848        | 0.00030164
1332            | W_5Wt           | 2               | 10000000   | 9840673    | 0.984067        | 0.00031370
1332            | W_5Wt           | 4               | 10000000   | 9683368    | 0.968337        | 0.00031118
1332            | W_5Wt           | 6               | 10000000   | 9528634    | 0.952863        | 0.00030868
1332            | W_5Wt           | 8               | 10000000   | 9376784    | 0.937678        | 0.00030622
1332            | W_5Wt           | 10              | 10000000   | 9226958    | 0.922696        | 0.00030376
1332            | W_10Wt          | 2               | 10000000   | 9832990    | 0.983299        | 0.00031358
1332            | W_10Wt          | 4               | 10000000   | 9668424    | 0.966842        | 0.00031094
1332            | W_10Wt          | 6               | 10000000   | 9506626    | 0.950663        | 0.00030833
1332            | W_10Wt          | 8               | 10000000   | 9347787    | 0.934779        | 0.00030574
1332            | W_10Wt          | 10              | 10000000   | 9191639    | 0.919164        | 0.00030318
1332            | W_15Wt          | 2               | 10000000   | 9824626    | 0.982463        | 0.00031344
1332            | W_15Wt          | 4               | 10000000   | 9651810    | 0.965181        | 0.00031067
1332            | W_15Wt          | 6               | 10000000   | 9482275    | 0.948228        | 0.00030793
1332            | W_15Wt          | 8               | 10000000   | 9316140    | 0.931614        | 0.00030522
1332            | W_15Wt          | 10              | 10000000   | 9152658    | 0.915266        | 0.00030253
1332            | W_20Wt          | 2               | 10000000   | 9815248    | 0.981525        | 0.00031329
1332            | W_20Wt          | 4               | 10000000   | 9633587    | 0.963359        | 0.00031038
1332            | W_20Wt          | 6               | 10000000   | 9455542    | 0.945554        | 0.00030750
1332            | W_20Wt          | 8               | 10000000   | 9280892    | 0.928089        | 0.00030465
1332            | W_20Wt          | 10              | 10000000   | 9109318    | 0.910932        | 0.00030182
1332            | W_25Wt          | 2               | 10000000   | 9804810    | 0.980481        | 0.00031313
1332            | W_25Wt          | 4               | 10000000   | 9612993    | 0.961299        | 0.00031005
1332            | W_25Wt          | 6               | 10000000   | 9425472    | 0.942547        | 0.00030701
1332            | W_25Wt          | 8               | 10000000   | 9241152    | 0.924115        | 0.00030399
1332            | W_25Wt          | 10              | 10000000   | 9060886    | 0.906089        | 0.00030101
1332            | W_30Wt          | 2               | 10000000   | 9792903    | 0.97929         | 0.00031294
1332            | W_30Wt          | 4               | 10000000   | 9589955    | 0.958996        | 0.00030968
1332            | W_30Wt          | 6               | 10000000   | 9391733    | 0.939173        | 0.00030646
1332            | W_30Wt          | 8               | 10000000   | 9196925    | 0.919693        | 0.00030326
1332            | W_30Wt          | 10              | 10000000   | 9006586    | 0.900659        | 0.00030011
1332            | Bi2O3_5Wt       | 2               | 10000000   | 9840927    | 0.984093        | 0.00031370
1332            | Bi2O3_5Wt       | 4               | 10000000   | 9683785    | 0.968379        | 0.00031119
1332            | Bi2O3_5Wt       | 6               | 10000000   | 9529389    | 0.952939        | 0.00030870
1332            | Bi2O3_5Wt       | 8               | 10000000   | 9377658    | 0.937766        | 0.00030623
1332            | Bi2O3_5Wt       | 10              | 10000000   | 9228031    | 0.922803        | 0.00030378
1332            | Bi2O3_10Wt      | 2               | 10000000   | 9833617    | 0.983362        | 0.00031359
1332            | Bi2O3_10Wt      | 4               | 10000000   | 9669593    | 0.966959        | 0.00031096
1332            | Bi2O3_10Wt      | 6               | 10000000   | 9508235    | 0.950824        | 0.00030835
1332            | Bi2O3_10Wt      | 8               | 10000000   | 9350055    | 0.935006        | 0.00030578
1332            | Bi2O3_10Wt      | 10              | 10000000   | 9194212    | 0.919421        | 0.00030322
1332            | Bi2O3_15Wt      | 2               | 10000000   | 9825579    | 0.982558        | 0.00031346
1332            | Bi2O3_15Wt      | 4               | 10000000   | 9653801    | 0.96538         | 0.00031071
1332            | Bi2O3_15Wt      | 6               | 10000000   | 9485255    | 0.948526        | 0.00030798
1332            | Bi2O3_15Wt      | 8               | 10000000   | 9319775    | 0.931978        | 0.00030528
1332            | Bi2O3_15Wt      | 10              | 10000000   | 9157394    | 0.915739        | 0.00030261
1332            | Bi2O3_20Wt      | 2               | 10000000   | 9816935    | 0.981693        | 0.00031332
1332            | Bi2O3_20Wt      | 4               | 10000000   | 9636731    | 0.963673        | 0.00031043
1332            | Bi2O3_20Wt      | 6               | 10000000   | 9460093    | 0.946009        | 0.00030757
1332            | Bi2O3_20Wt      | 8               | 10000000   | 9286832    | 0.928683        | 0.00030474
1332            | Bi2O3_20Wt      | 10              | 10000000   | 9116663    | 0.911666        | 0.00030194
1332            | Bi2O3_25Wt      | 2               | 10000000   | 9807076    | 0.980708        | 0.00031316
1332            | Bi2O3_25Wt      | 4               | 10000000   | 9617675    | 0.961767        | 0.00031012
1332            | Bi2O3_25Wt      | 6               | 10000000   | 9432231    | 0.943223        | 0.00030712
1332            | Bi2O3_25Wt      | 8               | 10000000   | 9250314    | 0.925031        | 0.00030414
1332            | Bi2O3_25Wt      | 10              | 10000000   | 9071964    | 0.907196        | 0.00030120
1332            | Bi2O3_30Wt      | 2               | 10000000   | 9796384    | 0.979638        | 0.00031299
1332            | Bi2O3_30Wt      | 4               | 10000000   | 9596498    | 0.95965         | 0.00030978
1332            | Bi2O3_30Wt      | 6               | 10000000   | 9401434    | 0.940143        | 0.00030662
1332            | Bi2O3_30Wt      | 8               | 10000000   | 9209537    | 0.920954        | 0.00030347
1332            | Bi2O3_30Wt      | 10              | 10000000   | 9021969    | 0.902197        | 0.00030037
1332            | Ti3C2O2_5Wt     | 2               | 10000000   | 9842358    | 0.984236        | 0.00031373
1332            | Ti3C2O2_5Wt     | 4               | 10000000   | 9686571    | 0.968657        | 0.00031123
1332            | Ti3C2O2_5Wt     | 6               | 10000000   | 9533404    | 0.95334         | 0.00030876
1332            | Ti3C2O2_5Wt     | 8               | 10000000   | 9383012    | 0.938301        | 0.00030632
1332            | Ti3C2O2_5Wt     | 10              | 10000000   | 9234646    | 0.923465        | 0.00030389
1332            | Ti3C2O2_10Wt    | 2               | 10000000   | 9836596    | 0.98366         | 0.00031363
1332            | Ti3C2O2_10Wt    | 4               | 10000000   | 9675408    | 0.967541        | 0.00031105
1332            | Ti3C2O2_10Wt    | 6               | 10000000   | 9516912    | 0.951691        | 0.00030849
1332            | Ti3C2O2_10Wt    | 8               | 10000000   | 9361337    | 0.936134        | 0.00030596
1332            | Ti3C2O2_10Wt    | 10              | 10000000   | 9208209    | 0.920821        | 0.00030345
1332            | Ti3C2O2_15Wt    | 2               | 10000000   | 9830467    | 0.983047        | 0.00031354
